library,gemgroup,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,bam,bam_index,barcodes,features,matrix
KD8_p3_39,213,KD8_seq1_p3_mRNA_39_S40_L001_R1_001.fastq.gz,KD8_seq1_p3_mRNA_39_S40_L001_R2_001.fastq.gz,KD8_seq1_p3_mRNA_39_S40_L002_R1_001.fastq.gz,KD8_seq1_p3_mRNA_39_S40_L002_R2_001.fastq.gz,KD8_seq1_p3_mRNA_39_S40_L003_R1_001.fastq.gz,KD8_seq1_p3_mRNA_39_S40_L003_R2_001.fastq.gz,KD8_seq1_p3_mRNA_39_S40_L004_R1_001.fastq.gz,KD8_seq1_p3_mRNA_39_S40_L004_R2_001.fastq.gz,KD8_seq2_p3_mRNA_39_S40_L003_R1_001.fastq.gz,KD8_seq2_p3_mRNA_39_S40_L003_R2_001.fastq.gz,KD8_seq2_p3_mRNA_39_S40_L002_R1_001.fastq.gz,KD8_seq2_p3_mRNA_39_S40_L002_R2_001.fastq.gz,KD8_seq2_p3_mRNA_39_S40_L001_R1_001.fastq.gz,KD8_seq2_p3_mRNA_39_S40_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_39_S40_L004_R1_001.fastq.gz,KD8_seq2_p3_mRNA_39_S40_L004_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_39_S40_L002_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_39_S40_L002_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_39_S40_L003_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_39_S40_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_39_S40_L001_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_39_S40_L001_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_39_S40_L004_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_39_S40_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_39_S40_L004_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_39_S40_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_39_S40_L002_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_39_S40_L002_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_39_S40_L003_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_39_S40_L003_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_39_S40_L001_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_39_S40_L001_R2_001.fastq.gz,KD8_p3_39_possorted_genome_bam.bam,KD8_p3_39_possorted_genome_bam.bam.bai,KD8_p3_39_barcodes.tsv.gz,KD8_p3_39_features.tsv.gz,KD8_p3_39_matrix.mtx.gz
KD8_p3_40,215,KD8_seq1_p3_mRNA_40_S41_L004_R1_001.fastq.gz,KD8_seq1_p3_mRNA_40_S41_L004_R2_001.fastq.gz,KD8_seq1_p3_mRNA_40_S41_L001_R1_001.fastq.gz,KD8_seq1_p3_mRNA_40_S41_L001_R2_001.fastq.gz,KD8_seq1_p3_mRNA_40_S41_L002_R1_001.fastq.gz,KD8_seq1_p3_mRNA_40_S41_L002_R2_001.fastq.gz,KD8_seq1_p3_mRNA_40_S41_L003_R1_001.fastq.gz,KD8_seq1_p3_mRNA_40_S41_L003_R2_001.fastq.gz,KD8_seq2_p3_mRNA_40_S41_L004_R1_001.fastq.gz,KD8_seq2_p3_mRNA_40_S41_L004_R2_001.fastq.gz,KD8_seq2_p3_mRNA_40_S41_L003_R1_001.fastq.gz,KD8_seq2_p3_mRNA_40_S41_L003_R2_001.fastq.gz,KD8_seq2_p3_mRNA_40_S41_L002_R1_001.fastq.gz,KD8_seq2_p3_mRNA_40_S41_L002_R2_001.fastq.gz,KD8_seq2_p3_mRNA_40_S41_L001_R1_001.fastq.gz,KD8_seq2_p3_mRNA_40_S41_L001_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_40_S41_L004_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_40_S41_L004_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_40_S41_L002_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_40_S41_L002_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_40_S41_L003_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_40_S41_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_40_S41_L001_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_40_S41_L001_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_40_S41_L002_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_40_S41_L002_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_40_S41_L003_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_40_S41_L003_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_40_S41_L001_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_40_S41_L001_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_40_S41_L004_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_40_S41_L004_R2_001.fastq.gz,KD8_p3_40_possorted_genome_bam.bam,KD8_p3_40_possorted_genome_bam.bam.bai,KD8_p3_40_barcodes.tsv.gz,KD8_p3_40_features.tsv.gz,KD8_p3_40_matrix.mtx.gz
KD8_p3_41,216,KD8_seq1_p3_mRNA_41_S42_L002_R1_001.fastq.gz,KD8_seq1_p3_mRNA_41_S42_L002_R2_001.fastq.gz,KD8_seq1_p3_mRNA_41_S42_L003_R1_001.fastq.gz,KD8_seq1_p3_mRNA_41_S42_L003_R2_001.fastq.gz,KD8_seq1_p3_mRNA_41_S42_L001_R1_001.fastq.gz,KD8_seq1_p3_mRNA_41_S42_L001_R2_001.fastq.gz,KD8_seq1_p3_mRNA_41_S42_L004_R1_001.fastq.gz,KD8_seq1_p3_mRNA_41_S42_L004_R2_001.fastq.gz,KD8_seq2_p3_mRNA_41_S42_L001_R1_001.fastq.gz,KD8_seq2_p3_mRNA_41_S42_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_41_S42_L003_R1_001.fastq.gz,KD8_seq2_p3_mRNA_41_S42_L003_R2_001.fastq.gz,KD8_seq2_p3_mRNA_41_S42_L002_R1_001.fastq.gz,KD8_seq2_p3_mRNA_41_S42_L002_R2_001.fastq.gz,KD8_seq2_p3_mRNA_41_S42_L004_R1_001.fastq.gz,KD8_seq2_p3_mRNA_41_S42_L004_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_41_S42_L001_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_41_S42_L001_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_41_S42_L002_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_41_S42_L002_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_41_S42_L003_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_41_S42_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_41_S42_L004_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_41_S42_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_41_S42_L004_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_41_S42_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_41_S42_L001_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_41_S42_L001_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_41_S42_L002_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_41_S42_L002_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_41_S42_L003_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_41_S42_L003_R2_001.fastq.gz,KD8_p3_41_possorted_genome_bam.bam,KD8_p3_41_possorted_genome_bam.bam.bai,KD8_p3_41_barcodes.tsv.gz,KD8_p3_41_features.tsv.gz,KD8_p3_41_matrix.mtx.gz
KD8_p3_42,217,KD8_seq1_p3_mRNA_42_S43_L004_R1_001.fastq.gz,KD8_seq1_p3_mRNA_42_S43_L004_R2_001.fastq.gz,KD8_seq1_p3_mRNA_42_S43_L003_R1_001.fastq.gz,KD8_seq1_p3_mRNA_42_S43_L003_R2_001.fastq.gz,KD8_seq1_p3_mRNA_42_S43_L002_R1_001.fastq.gz,KD8_seq1_p3_mRNA_42_S43_L002_R2_001.fastq.gz,KD8_seq1_p3_mRNA_42_S43_L001_R1_001.fastq.gz,KD8_seq1_p3_mRNA_42_S43_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_42_S43_L004_R1_001.fastq.gz,KD8_seq2_p3_mRNA_42_S43_L004_R2_001.fastq.gz,KD8_seq2_p3_mRNA_42_S43_L001_R1_001.fastq.gz,KD8_seq2_p3_mRNA_42_S43_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_42_S43_L002_R1_001.fastq.gz,KD8_seq2_p3_mRNA_42_S43_L002_R2_001.fastq.gz,KD8_seq2_p3_mRNA_42_S43_L003_R1_001.fastq.gz,KD8_seq2_p3_mRNA_42_S43_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_42_S43_L004_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_42_S43_L004_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_42_S43_L003_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_42_S43_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_42_S43_L002_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_42_S43_L002_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_42_S43_L001_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_42_S43_L001_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_42_S43_L004_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_42_S43_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_42_S43_L002_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_42_S43_L002_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_42_S43_L003_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_42_S43_L003_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_42_S43_L001_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_42_S43_L001_R2_001.fastq.gz,KD8_p3_42_possorted_genome_bam.bam,KD8_p3_42_possorted_genome_bam.bam.bai,KD8_p3_42_barcodes.tsv.gz,KD8_p3_42_features.tsv.gz,KD8_p3_42_matrix.mtx.gz
KD8_p3_43,218,KD8_seq1_p3_mRNA_43_S44_L004_R1_001.fastq.gz,KD8_seq1_p3_mRNA_43_S44_L004_R2_001.fastq.gz,KD8_seq1_p3_mRNA_43_S44_L001_R1_001.fastq.gz,KD8_seq1_p3_mRNA_43_S44_L001_R2_001.fastq.gz,KD8_seq1_p3_mRNA_43_S44_L002_R1_001.fastq.gz,KD8_seq1_p3_mRNA_43_S44_L002_R2_001.fastq.gz,KD8_seq1_p3_mRNA_43_S44_L003_R1_001.fastq.gz,KD8_seq1_p3_mRNA_43_S44_L003_R2_001.fastq.gz,KD8_seq2_p3_mRNA_43_S44_L004_R1_001.fastq.gz,KD8_seq2_p3_mRNA_43_S44_L004_R2_001.fastq.gz,KD8_seq2_p3_mRNA_43_S44_L003_R1_001.fastq.gz,KD8_seq2_p3_mRNA_43_S44_L003_R2_001.fastq.gz,KD8_seq2_p3_mRNA_43_S44_L002_R1_001.fastq.gz,KD8_seq2_p3_mRNA_43_S44_L002_R2_001.fastq.gz,KD8_seq2_p3_mRNA_43_S44_L001_R1_001.fastq.gz,KD8_seq2_p3_mRNA_43_S44_L001_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_43_S44_L004_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_43_S44_L004_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_43_S44_L001_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_43_S44_L001_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_43_S44_L002_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_43_S44_L002_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_43_S44_L003_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_43_S44_L003_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_43_S44_L004_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_43_S44_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_43_S44_L001_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_43_S44_L001_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_43_S44_L003_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_43_S44_L003_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_43_S44_L002_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_43_S44_L002_R2_001.fastq.gz,KD8_p3_43_possorted_genome_bam.bam,KD8_p3_43_possorted_genome_bam.bam.bai,KD8_p3_43_barcodes.tsv.gz,KD8_p3_43_features.tsv.gz,KD8_p3_43_matrix.mtx.gz
KD8_p3_44,219,KD8_seq1_p3_mRNA_44_S45_L004_R1_001.fastq.gz,KD8_seq1_p3_mRNA_44_S45_L004_R2_001.fastq.gz,KD8_seq1_p3_mRNA_44_S45_L003_R1_001.fastq.gz,KD8_seq1_p3_mRNA_44_S45_L003_R2_001.fastq.gz,KD8_seq1_p3_mRNA_44_S45_L002_R1_001.fastq.gz,KD8_seq1_p3_mRNA_44_S45_L002_R2_001.fastq.gz,KD8_seq1_p3_mRNA_44_S45_L001_R1_001.fastq.gz,KD8_seq1_p3_mRNA_44_S45_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_44_S45_L004_R1_001.fastq.gz,KD8_seq2_p3_mRNA_44_S45_L004_R2_001.fastq.gz,KD8_seq2_p3_mRNA_44_S45_L001_R1_001.fastq.gz,KD8_seq2_p3_mRNA_44_S45_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_44_S45_L002_R1_001.fastq.gz,KD8_seq2_p3_mRNA_44_S45_L002_R2_001.fastq.gz,KD8_seq2_p3_mRNA_44_S45_L003_R1_001.fastq.gz,KD8_seq2_p3_mRNA_44_S45_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_44_S45_L004_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_44_S45_L004_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_44_S45_L003_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_44_S45_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_44_S45_L002_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_44_S45_L002_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_44_S45_L001_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_44_S45_L001_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_44_S45_L004_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_44_S45_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_44_S45_L002_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_44_S45_L002_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_44_S45_L003_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_44_S45_L003_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_44_S45_L001_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_44_S45_L001_R2_001.fastq.gz,KD8_p3_44_possorted_genome_bam.bam,KD8_p3_44_possorted_genome_bam.bam.bai,KD8_p3_44_barcodes.tsv.gz,KD8_p3_44_features.tsv.gz,KD8_p3_44_matrix.mtx.gz
KD8_p3_45,220,KD8_seq1_p3_mRNA_45_S46_L001_R1_001.fastq.gz,KD8_seq1_p3_mRNA_45_S46_L001_R2_001.fastq.gz,KD8_seq1_p3_mRNA_45_S46_L003_R1_001.fastq.gz,KD8_seq1_p3_mRNA_45_S46_L003_R2_001.fastq.gz,KD8_seq1_p3_mRNA_45_S46_L002_R1_001.fastq.gz,KD8_seq1_p3_mRNA_45_S46_L002_R2_001.fastq.gz,KD8_seq1_p3_mRNA_45_S46_L004_R1_001.fastq.gz,KD8_seq1_p3_mRNA_45_S46_L004_R2_001.fastq.gz,KD8_seq2_p3_mRNA_45_S46_L002_R1_001.fastq.gz,KD8_seq2_p3_mRNA_45_S46_L002_R2_001.fastq.gz,KD8_seq2_p3_mRNA_45_S46_L003_R1_001.fastq.gz,KD8_seq2_p3_mRNA_45_S46_L003_R2_001.fastq.gz,KD8_seq2_p3_mRNA_45_S46_L001_R1_001.fastq.gz,KD8_seq2_p3_mRNA_45_S46_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_45_S46_L004_R1_001.fastq.gz,KD8_seq2_p3_mRNA_45_S46_L004_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_45_S46_L001_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_45_S46_L001_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_45_S46_L003_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_45_S46_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_45_S46_L002_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_45_S46_L002_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_45_S46_L004_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_45_S46_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_45_S46_L001_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_45_S46_L001_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_45_S46_L002_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_45_S46_L002_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_45_S46_L003_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_45_S46_L003_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_45_S46_L004_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_45_S46_L004_R2_001.fastq.gz,KD8_p3_45_possorted_genome_bam.bam,KD8_p3_45_possorted_genome_bam.bam.bai,KD8_p3_45_barcodes.tsv.gz,KD8_p3_45_features.tsv.gz,KD8_p3_45_matrix.mtx.gz
KD8_p3_47,221,KD8_seq1_p3_mRNA_47_S48_L004_R1_001.fastq.gz,KD8_seq1_p3_mRNA_47_S48_L004_R2_001.fastq.gz,KD8_seq1_p3_mRNA_47_S48_L002_R1_001.fastq.gz,KD8_seq1_p3_mRNA_47_S48_L002_R2_001.fastq.gz,KD8_seq1_p3_mRNA_47_S48_L003_R1_001.fastq.gz,KD8_seq1_p3_mRNA_47_S48_L003_R2_001.fastq.gz,KD8_seq1_p3_mRNA_47_S48_L001_R1_001.fastq.gz,KD8_seq1_p3_mRNA_47_S48_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_47_S48_L004_R1_001.fastq.gz,KD8_seq2_p3_mRNA_47_S48_L004_R2_001.fastq.gz,KD8_seq2_p3_mRNA_47_S48_L001_R1_001.fastq.gz,KD8_seq2_p3_mRNA_47_S48_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_47_S48_L003_R1_001.fastq.gz,KD8_seq2_p3_mRNA_47_S48_L003_R2_001.fastq.gz,KD8_seq2_p3_mRNA_47_S48_L002_R1_001.fastq.gz,KD8_seq2_p3_mRNA_47_S48_L002_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_47_S48_L004_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_47_S48_L004_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_47_S48_L002_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_47_S48_L002_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_47_S48_L003_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_47_S48_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_47_S48_L001_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_47_S48_L001_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_47_S48_L004_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_47_S48_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_47_S48_L003_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_47_S48_L003_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_47_S48_L002_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_47_S48_L002_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_47_S48_L001_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_47_S48_L001_R2_001.fastq.gz,KD8_p3_47_possorted_genome_bam.bam,KD8_p3_47_possorted_genome_bam.bam.bai,KD8_p3_47_barcodes.tsv.gz,KD8_p3_47_features.tsv.gz,KD8_p3_47_matrix.mtx.gz
KD8_p3_48,222,KD8_seq1_p3_mRNA_48_S49_L001_R1_001.fastq.gz,KD8_seq1_p3_mRNA_48_S49_L001_R2_001.fastq.gz,KD8_seq1_p3_mRNA_48_S49_L003_R1_001.fastq.gz,KD8_seq1_p3_mRNA_48_S49_L003_R2_001.fastq.gz,KD8_seq1_p3_mRNA_48_S49_L002_R1_001.fastq.gz,KD8_seq1_p3_mRNA_48_S49_L002_R2_001.fastq.gz,KD8_seq1_p3_mRNA_48_S49_L004_R1_001.fastq.gz,KD8_seq1_p3_mRNA_48_S49_L004_R2_001.fastq.gz,KD8_seq2_p3_mRNA_48_S49_L002_R1_001.fastq.gz,KD8_seq2_p3_mRNA_48_S49_L002_R2_001.fastq.gz,KD8_seq2_p3_mRNA_48_S49_L003_R1_001.fastq.gz,KD8_seq2_p3_mRNA_48_S49_L003_R2_001.fastq.gz,KD8_seq2_p3_mRNA_48_S49_L001_R1_001.fastq.gz,KD8_seq2_p3_mRNA_48_S49_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_48_S49_L004_R1_001.fastq.gz,KD8_seq2_p3_mRNA_48_S49_L004_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_48_S49_L003_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_48_S49_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_48_S49_L002_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_48_S49_L002_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_48_S49_L001_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_48_S49_L001_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_48_S49_L004_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_48_S49_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_48_S49_L004_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_48_S49_L004_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_48_S49_L003_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_48_S49_L003_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_48_S49_L002_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_48_S49_L002_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_48_S49_L001_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_48_S49_L001_R2_001.fastq.gz,KD8_p3_48_possorted_genome_bam.bam,KD8_p3_48_possorted_genome_bam.bam.bai,KD8_p3_48_barcodes.tsv.gz,KD8_p3_48_features.tsv.gz,KD8_p3_48_matrix.mtx.gz
KD8_p3_49,223,KD8_seq1_p3_mRNA_49_S50_L004_R1_001.fastq.gz,KD8_seq1_p3_mRNA_49_S50_L004_R2_001.fastq.gz,KD8_seq1_p3_mRNA_49_S50_L003_R1_001.fastq.gz,KD8_seq1_p3_mRNA_49_S50_L003_R2_001.fastq.gz,KD8_seq1_p3_mRNA_49_S50_L002_R1_001.fastq.gz,KD8_seq1_p3_mRNA_49_S50_L002_R2_001.fastq.gz,KD8_seq1_p3_mRNA_49_S50_L001_R1_001.fastq.gz,KD8_seq1_p3_mRNA_49_S50_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_49_S50_L004_R1_001.fastq.gz,KD8_seq2_p3_mRNA_49_S50_L004_R2_001.fastq.gz,KD8_seq2_p3_mRNA_49_S50_L001_R1_001.fastq.gz,KD8_seq2_p3_mRNA_49_S50_L001_R2_001.fastq.gz,KD8_seq2_p3_mRNA_49_S50_L002_R1_001.fastq.gz,KD8_seq2_p3_mRNA_49_S50_L002_R2_001.fastq.gz,KD8_seq2_p3_mRNA_49_S50_L003_R1_001.fastq.gz,KD8_seq2_p3_mRNA_49_S50_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_49_S50_L004_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_49_S50_L004_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_49_S50_L001_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_49_S50_L001_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_49_S50_L003_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_49_S50_L003_R2_001.fastq.gz,KD8_seq1_p3_sgRNA_49_S50_L002_R1_001.fastq.gz,KD8_seq1_p3_sgRNA_49_S50_L002_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_49_S50_L001_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_49_S50_L001_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_49_S50_L003_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_49_S50_L003_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_49_S50_L002_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_49_S50_L002_R2_001.fastq.gz,KD8_seq2_p3_sgRNA_49_S50_L004_R1_001.fastq.gz,KD8_seq2_p3_sgRNA_49_S50_L004_R2_001.fastq.gz,KD8_p3_49_possorted_genome_bam.bam,KD8_p3_49_possorted_genome_bam.bam.bai,KD8_p3_49_barcodes.tsv.gz,KD8_p3_49_features.tsv.gz,KD8_p3_49_matrix.mtx.gz
