transcript_id,transcript_name,gene_id,gene_name,ensembl_id,utr_rank,utr_rank_expr,utr_wt,mui,is_su,is_lu,seqnames,end,strand
ENST00000681963.1,ARSL-212,ENSG00000157399.17,ARSL,ENSG00000157399,9,1,0,0.7134783063323062,TRUE,FALSE,chrX,2934044,-
ENST00000681963.1-UTR+1063,ARSL-212-UTR+1063,ENSG00000157399.17,ARSL,ENSG00000157399,10,2,1,0.26670579263346444,FALSE,TRUE,chrX,2932981,-
ENST00000561186.5-UTR-467,RNF111-212-UTR-467,ENSG00000157450.16,RNF111,ENSG00000157450,4,1,0,0.16932168336455614,TRUE,FALSE,chr15,59095957,+
ENST00000557998.5,RNF111-202,ENSG00000157450.16,RNF111,ENSG00000157450,6,2,1,0.6321552631903009,FALSE,TRUE,chr15,59096431,+
ENST00000399001.5,VPS26C-204,ENSG00000157538.14,VPS26C,ENSG00000157538,4,1,0,0.4305709483381389,TRUE,FALSE,chr21,37225298,-
ENST00000309117.11,VPS26C-201,ENSG00000157538.14,VPS26C,ENSG00000157538,6,2,1,0.5295166045080877,FALSE,TRUE,chr21,37223421,-
ENST00000338785.8,DYRK1A-201,ENSG00000157540.22,DYRK1A,ENSG00000157540,9,1,0,0.4274143952800257,TRUE,FALSE,chr21,37515377,+
ENST00000646548.1-UTR+597,DYRK1A-220-UTR+597,ENSG00000157540.22,DYRK1A,ENSG00000157540,11,2,1,0.5210975676963128,FALSE,TRUE,chr21,37526955,+
ENST00000398932.5-UTR-541,KCNJ15-206-UTR-541,ENSG00000157551.19,KCNJ15,ENSG00000157551,4,1,0,0.49461312438785504,TRUE,FALSE,chr21,38300949,+
ENST00000398934.5,KCNJ15-207,ENSG00000157551.19,KCNJ15,ENSG00000157551,8,2,0.3333333333333333,0.21253672869735554,FALSE,TRUE,chr21,38301822,+
ENST00000328656.8-UTR-5008,KCNJ15-201-UTR-5008,ENSG00000157551.19,KCNJ15,ENSG00000157551,9,3,0.6666666666666666,0.13026444662095985,FALSE,FALSE,chr21,38302349,+
ENST00000328656.8,KCNJ15-201,ENSG00000157551.19,KCNJ15,ENSG00000157551,15,4,1,0.16258570029382957,FALSE,FALSE,chr21,38307357,+
ENST00000662305.1-UTR-333,ETS2-206-UTR-333,ENSG00000157557.13,ETS2,ENSG00000157557,2,1,0,0.11010583616676899,FALSE,FALSE,chr21,38823450,+
ENST00000653642.1-UTR-953,ETS2-205-UTR-953,ENSG00000157557.13,ETS2,ENSG00000157557,5,2,0.5,0.7141415684746707,TRUE,FALSE,chr21,38823975,+
ENST00000360214.8,ETS2-201,ENSG00000157557.13,ETS2,ENSG00000157557,9,3,1,0.17575259535856028,FALSE,TRUE,chr21,38824955,+
ENST00000518429.2,TSPAN18-203,ENSG00000157570.12,TSPAN18,ENSG00000157570,3,1,0,0.4857128050063228,TRUE,FALSE,chr11,44931336,+
ENST00000520358.7,TSPAN18-207,ENSG00000157570.12,TSPAN18,ENSG00000157570,7,2,1,0.5142871949936771,FALSE,TRUE,chr11,44932423,+
ENST00000378932.6,TAB3-204,ENSG00000157625.16,TAB3,ENSG00000157625,1,1,0,0.15622965647235182,FALSE,FALSE,chrX,30830330,-
ENST00000378930.7-UTR-488,TAB3-203-UTR-488,ENSG00000157625.16,TAB3,ENSG00000157625,2,2,0.5,0.2090211206895322,TRUE,FALSE,chrX,30827930,-
ENST00000288422.4,TAB3-201,ENSG00000157625.16,TAB3,ENSG00000157625,5,3,1,0.634749222838116,FALSE,TRUE,chrX,30827441,-
ENST00000288502.9-UTR-1005,TMEM268-201-UTR-1005,ENSG00000157693.15,TMEM268,ENSG00000157693,1,1,0,0.3251558290249384,TRUE,FALSE,chr9,114645417,+
ENST00000288502.9-UTR-737,TMEM268-201-UTR-737,ENSG00000157693.15,TMEM268,ENSG00000157693,2,2,0.5,0.18218570583647295,FALSE,FALSE,chr9,114645685,+
ENST00000288502.9,TMEM268-201,ENSG00000157693.15,TMEM268,ENSG00000157693,4,3,1,0.4881865320665684,FALSE,TRUE,chr9,114646422,+
ENST00000473989.8-UTR-3044,UBN2-201-UTR-3044,ENSG00000157741.15,UBN2,ENSG00000157741,2,1,0,0.11439041990329502,TRUE,FALSE,chr7,139305192,+
ENST00000473989.8-UTR-2124,UBN2-201-UTR-2124,ENSG00000157741.15,UBN2,ENSG00000157741,3,2,0.5,0.10137398278267698,FALSE,FALSE,chr7,139306112,+
ENST00000473989.8,UBN2-201,ENSG00000157741.15,UBN2,ENSG00000157741,4,3,1,0.784235597314028,FALSE,TRUE,chr7,139308236,+
ENST00000644969.2-UTR-4202,BRAF-215-UTR-4202,ENSG00000157764.14,BRAF,ENSG00000157764,5,1,0,0.3011937145595983,TRUE,FALSE,chr7,140723538,-
ENST00000496384.7,BRAF-204,ENSG00000157764.14,BRAF,ENSG00000157764,8,2,1,0.6988062854404017,FALSE,TRUE,chr7,140719326,-
ENST00000558011.5,AP3S2-204,ENSG00000157823.17,AP3S2,ENSG00000157823,3,1,0,0.3775812317666056,TRUE,FALSE,chr15,89835439,-
ENST00000336418.9-UTR-2964,AP3S2-201-UTR-2964,ENSG00000157823.17,AP3S2,ENSG00000157823,4,2,0.5,0.30789866892501255,FALSE,FALSE,chr15,89833562,-
ENST00000336418.9,AP3S2-201,ENSG00000157823.17,AP3S2,ENSG00000157823,5,3,1,0.3145200993083818,FALSE,TRUE,chr15,89830598,-
ENST00000353487.7-UTR-1762,SPPL3-201-UTR-1762,ENSG00000157837.16,SPPL3,ENSG00000157837,1,1,0,0.29733475923106,FALSE,FALSE,chr12,120764271,-
ENST00000353487.7-UTR-1309,SPPL3-201-UTR-1309,ENSG00000157837.16,SPPL3,ENSG00000157837,3,2,0.5,0.30172448566003024,TRUE,FALSE,chr12,120763818,-
ENST00000353487.7,SPPL3-201,ENSG00000157837.16,SPPL3,ENSG00000157837,5,3,1,0.37576832308156966,FALSE,TRUE,chr12,120762509,-
ENST00000537817.5,C12orf43-206,ENSG00000157895.11,C12orf43,ENSG00000157895,2,1,0,0.17918894254181023,FALSE,FALSE,chr12,121003792,-
ENST00000445832.7-UTR-1013,C12orf43-202-UTR-1013,ENSG00000157895.11,C12orf43,ENSG00000157895,4,2,0.5,0.3097868081964766,TRUE,FALSE,chr12,121003434,-
ENST00000445832.7,C12orf43-202,ENSG00000157895.11,C12orf43,ENSG00000157895,6,3,1,0.45192171725552016,FALSE,TRUE,chr12,121002421,-
ENST00000507596.5,PEX10-204,ENSG00000157911.11,PEX10,ENSG00000157911,1,1,0,0.8606740536223862,TRUE,FALSE,chr1,2404837,-
ENST00000288774.8,PEX10-201,ENSG00000157911.11,PEX10,ENSG00000157911,3,2,1,0.13932594637761378,FALSE,TRUE,chr1,2403963,-
ENST00000378512.5-UTR-451,RER1-202-UTR-451,ENSG00000157916.20,RER1,ENSG00000157916,3,1,0,0.6384950828548392,TRUE,FALSE,chr1,2403300,+
ENST00000378512.5,RER1-202,ENSG00000157916.20,RER1,ENSG00000157916,4,2,1,0.32324465832947985,FALSE,TRUE,chr1,2403751,+
ENST00000378536.5-UTR-683,SKI-201-UTR-683,ENSG00000157933.10,SKI,ENSG00000157933,3,1,0,0.4183882762566979,TRUE,FALSE,chr1,2309530,+
ENST00000378536.5,SKI-201,ENSG00000157933.10,SKI,ENSG00000157933,5,2,1,0.46571406143174504,FALSE,TRUE,chr1,2310213,+
ENST00000404704.7,WIPI2-204,ENSG00000157954.15,WIPI2,ENSG00000157954,2,1,0,0.6326987947237598,TRUE,FALSE,chr7,5231104,+
ENST00000401525.7,WIPI2-203,ENSG00000157954.15,WIPI2,ENSG00000157954,4,2,1,0.32138021630873836,FALSE,TRUE,chr7,5231524,+
ENST00000336665.9-UTR-1308,AGAP1-202-UTR-1308,ENSG00000157985.19,AGAP1,ENSG00000157985,3,1,0,0.48915063318219615,TRUE,FALSE,chr2,236125246,+
ENST00000336665.9-UTR-469,AGAP1-202-UTR-469,ENSG00000157985.19,AGAP1,ENSG00000157985,4,2,0.5,0.14136874613618672,FALSE,FALSE,chr2,236126085,+
ENST00000428334.6,AGAP1-207,ENSG00000157985.19,AGAP1,ENSG00000157985,8,3,1,0.3022262296708215,FALSE,TRUE,chr2,236131800,+
ENST00000288937.7-UTR-386,MRPL17-201-UTR-386,ENSG00000158042.9,MRPL17,ENSG00000158042,2,1,0,0.3455237888961086,TRUE,FALSE,chr11,6680770,-
ENST00000288937.7,MRPL17-201,ENSG00000158042.9,MRPL17,ENSG00000158042,3,2,0.5,0.11511984694245903,FALSE,FALSE,chr11,6680384,-
ENST00000288937.7-UTR+4809,MRPL17-201-UTR+4809,ENSG00000158042.9,MRPL17,ENSG00000158042,4,3,1,0.5393563641614324,FALSE,TRUE,chr11,6675575,-
ENST00000650567.1-UTR-1668,PTPDC1-205-UTR-1668,ENSG00000158079.16,PTPDC1,ENSG00000158079,1,1,0,0.5270525954788903,TRUE,FALSE,chr9,94108174,+
ENST00000375360.7,PTPDC1-202,ENSG00000158079.16,PTPDC1,ENSG00000158079,5,2,1,0.47294740452110967,FALSE,TRUE,chr9,94109856,+
ENST00000288986.6-UTR-255,NCK1-201-UTR-255,ENSG00000158092.7,NCK1,ENSG00000158092,2,1,0,0.18759285524726244,TRUE,FALSE,chr3,136948871,+
ENST00000288986.6,NCK1-201,ENSG00000158092.7,NCK1,ENSG00000158092,3,2,1,0.6781887983026473,FALSE,TRUE,chr3,136949126,+
ENST00000289013.11-UTR-1414,RHPN1-201-UTR-1414,ENSG00000158106.14,RHPN1,ENSG00000158106,1,1,0,0.602709763539283,TRUE,FALSE,chr8,143382807,+
ENST00000289013.11,RHPN1-201,ENSG00000158106.14,RHPN1,ENSG00000158106,2,2,1,0.397290236460717,FALSE,TRUE,chr8,143384221,+
ENST00000375234.8-UTR-1674,PRXL2C-201-UTR-1674,ENSG00000158122.12,PRXL2C,ENSG00000158122,1,1,0,0.8237884571575987,TRUE,FALSE,chr9,96641250,-
ENST00000375234.8,PRXL2C-201,ENSG00000158122.12,PRXL2C,ENSG00000158122,2,2,1,0.17621154284240126,FALSE,TRUE,chr9,96639576,-
ENST00000375305.6-UTR-1432,FANCC-202-UTR-1432,ENSG00000158169.13,FANCC,ENSG00000158169,3,1,0,0.777959168935904,TRUE,FALSE,chr9,95100486,-
ENST00000289081.8,FANCC-201,ENSG00000158169.13,FANCC,ENSG00000158169,5,2,1,0.22204083106409597,FALSE,TRUE,chr9,95099053,-
ENST00000474559.1,MRAS-205,ENSG00000158186.13,MRAS,ENSG00000158186,1,1,0,0.4277287896983277,TRUE,FALSE,chr3,138402362,+
ENST00000464896.5-UTR-390,MRAS-204-UTR-390,ENSG00000158186.13,MRAS,ENSG00000158186,3,2,0.5,0.12013469111310153,FALSE,FALSE,chr3,138402796,+
ENST00000614350.4,MRAS-210,ENSG00000158186.13,MRAS,ENSG00000158186,7,3,1,0.3924291983423778,FALSE,TRUE,chr3,138405534,+
ENST00000618852.5,WASF2-202,ENSG00000158195.11,WASF2,ENSG00000158195,4,1,0,0.6728795739769479,TRUE,FALSE,chr1,27404229,-
ENST00000618852.5-UTR+2230,WASF2-202-UTR+2230,ENSG00000158195.11,WASF2,ENSG00000158195,5,2,1,0.18963911681364976,FALSE,TRUE,chr1,27401999,-
ENST00000464668.5,FAIM-205,ENSG00000158234.13,FAIM,ENSG00000158234,1,1,0,0.15056997225940325,TRUE,FALSE,chr3,138633103,+
ENST00000338446.8,FAIM-201,ENSG00000158234.13,FAIM,ENSG00000158234,3,2,1,0.8494300277405967,FALSE,TRUE,chr3,138633376,+
ENST00000680474.1-UTR-227,CUL4B-219-UTR-227,ENSG00000158290.19,CUL4B,ENSG00000158290,5,1,0,0.27262420376816815,TRUE,FALSE,chrX,120526636,-
ENST00000681652.1-UTR-1259,CUL4B-235-UTR-1259,ENSG00000158290.19,CUL4B,ENSG00000158290,7,2,0.5,0.14112461804768023,FALSE,FALSE,chrX,120526245,-
ENST00000336592.11,CUL4B-201,ENSG00000158290.19,CUL4B,ENSG00000158290,13,3,1,0.44572060647469247,FALSE,TRUE,chrX,120524611,-
ENST00000495082.5,SLC13A3-211,ENSG00000158296.14,SLC13A3,ENSG00000158296,4,1,0,0.15691515991758612,FALSE,FALSE,chr20,46559993,-
ENST00000472148.5,SLC13A3-210,ENSG00000158296.14,SLC13A3,ENSG00000158296,6,2,0.5,0.6331306683611576,TRUE,FALSE,chr20,46558428,-
ENST00000290317.9,SLC13A3-202,ENSG00000158296.14,SLC13A3,ENSG00000158296,8,3,1,0.20671923439816686,FALSE,TRUE,chr20,46557822,-
ENST00000415130.6,CDC25C-202,ENSG00000158402.21,CDC25C,ENSG00000158402,3,1,0,0.22080412867605903,TRUE,FALSE,chr5,138285572,-
ENST00000323760.11,CDC25C-201,ENSG00000158402.21,CDC25C,ENSG00000158402,4,2,1,0.779195871323941,FALSE,TRUE,chr5,138285268,-
ENST00000289382.8-UTR-783,CNOT11-201-UTR-783,ENSG00000158435.8,CNOT11,ENSG00000158435,2,1,0,0.18368706600303222,TRUE,FALSE,chr2,101269533,+
ENST00000289382.8,CNOT11-201,ENSG00000158435.8,CNOT11,ENSG00000158435,3,2,1,0.788736338756924,FALSE,TRUE,chr2,101270316,+
ENST00000289409.8,NRG2-201,ENSG00000158458.21,NRG2,ENSG00000158458,1,1,0,0.46368715083798884,TRUE,FALSE,chr5,139847916,-
ENST00000289422.11,NRG2-202,ENSG00000158458.21,NRG2,ENSG00000158458,2,2,1,0.5363128491620112,FALSE,TRUE,chr5,139847648,-
ENST00000466924.1,AHCYL2-205,ENSG00000158467.17,AHCYL2,ENSG00000158467,3,1,0,0.31588922226588356,TRUE,FALSE,chr7,129427212,+
ENST00000325006.8,AHCYL2-201,ENSG00000158467.17,AHCYL2,ENSG00000158467,4,2,1,0.6841107777341164,FALSE,TRUE,chr7,129430211,+
ENST00000371711.4-UTR-2888,B4GALT5-201-UTR-2888,ENSG00000158470.5,B4GALT5,ENSG00000158470,1,1,0,0.10317274748900349,TRUE,FALSE,chr20,49635832,-
ENST00000371711.4,B4GALT5-201,ENSG00000158470.5,B4GALT5,ENSG00000158470,2,2,1,0.8968272525109965,FALSE,TRUE,chr20,49632944,-
ENST00000422556.1-UTR-1434,SPATA2-202-UTR-1434,ENSG00000158480.11,SPATA2,ENSG00000158480,1,1,0,0.8922140675965342,TRUE,FALSE,chr20,49904827,-
ENST00000289431.10,SPATA2-201,ENSG00000158480.11,SPATA2,ENSG00000158480,3,2,1,0.10778593240346582,FALSE,TRUE,chr20,49903390,-
ENST00000375151.5-UTR-3469,TSR2-201-UTR-3469,ENSG00000158526.8,TSR2,ENSG00000158526,1,1,0,0.15103631710498494,TRUE,FALSE,chrX,54444563,+
ENST00000375151.5-UTR-3037,TSR2-201-UTR-3037,ENSG00000158526.8,TSR2,ENSG00000158526,2,2,0.5,0.13725974369641125,FALSE,FALSE,chrX,54444995,+
ENST00000375151.5-UTR-2546,TSR2-201-UTR-2546,ENSG00000158526.8,TSR2,ENSG00000158526,4,3,1,0.6139831977535037,FALSE,TRUE,chrX,54445486,+
ENST00000289577.9-UTR-1499,TMED4-201-UTR-1499,ENSG00000158604.15,TMED4,ENSG00000158604,4,1,0,0.3973732756664347,TRUE,FALSE,chr7,44579392,-
ENST00000289577.9-UTR-1269,TMED4-201-UTR-1269,ENSG00000158604.15,TMED4,ENSG00000158604,6,2,0.3333333333333333,0.10280794748649845,FALSE,FALSE,chr7,44579162,-
ENST00000289577.9-UTR-416,TMED4-201-UTR-416,ENSG00000158604.15,TMED4,ENSG00000158604,8,3,0.6666666666666666,0.31932968214965446,FALSE,TRUE,chr7,44578309,-
ENST00000289577.9,TMED4-201,ENSG00000158604.15,TMED4,ENSG00000158604,9,4,1,0.18048909469741237,FALSE,FALSE,chr7,44577893,-
ENST00000693720.1,PPP1R15B-205,ENSG00000158615.10,PPP1R15B,ENSG00000158615,8,1,0,0.6252606892380662,TRUE,FALSE,chr1,204398889,-
ENST00000693720.1-UTR+3063,PPP1R15B-205-UTR+3063,ENSG00000158615.10,PPP1R15B,ENSG00000158615,10,2,1,0.37473931076193373,FALSE,TRUE,chr1,204395826,-
ENST00000525038.5,EMSY-206,ENSG00000158636.16,EMSY,ENSG00000158636,7,1,0,0.6190427689268798,TRUE,FALSE,chr11,76550511,+
ENST00000334736.7,EMSY-201,ENSG00000158636.16,EMSY,ENSG00000158636,10,2,0.5,0.12766363447661885,FALSE,FALSE,chr11,76551542,+
ENST00000529032.5-UTR-962,EMSY-210-UTR-962,ENSG00000158636.16,EMSY,ENSG00000158636,13,3,1,0.17144281200713174,FALSE,TRUE,chr11,76552063,+
ENST00000396827.3,ZSCAN12-202,ENSG00000158691.15,ZSCAN12,ENSG00000158691,3,1,0,0.37856298326845916,TRUE,FALSE,chr6,28379218,-
ENST00000361028.5-UTR+134,ZSCAN12-201-UTR+134,ENSG00000158691.15,ZSCAN12,ENSG00000158691,5,2,1,0.6214370167315408,FALSE,TRUE,chr6,28378820,-
ENST00000602662.1-UTR-715,NBL1-210-UTR-715,ENSG00000158747.15,NBL1,ENSG00000158747,2,1,0,0.21934558537534032,TRUE,FALSE,chr1,19657341,+
ENST00000548815.2,NBL1-209,ENSG00000158747.15,NBL1,ENSG00000158747,5,2,1,0.7368606573317775,FALSE,TRUE,chr1,19658456,+
ENST00000368026.11-UTR-3008,F11R-202-UTR-3008,ENSG00000158769.18,F11R,ENSG00000158769,4,1,0,0.18263391709449217,TRUE,FALSE,chr1,160998218,-
ENST00000368026.11-UTR-2488,F11R-202-UTR-2488,ENSG00000158769.18,F11R,ENSG00000158769,5,2,0.5,0.5800226387948543,FALSE,TRUE,chr1,160997698,-
ENST00000368026.11-UTR-983,F11R-202-UTR-983,ENSG00000158769.18,F11R,ENSG00000158769,8,3,1,0.14336651226299293,FALSE,FALSE,chr1,160996193,-
ENST00000368019.5,USF1-201,ENSG00000158773.14,USF1,ENSG00000158773,2,1,0,0.12334266210381413,TRUE,FALSE,chr1,161039854,-
ENST00000368020.5,USF1-202,ENSG00000158773.14,USF1,ENSG00000158773,4,2,1,0.8766573378961858,FALSE,TRUE,chr1,161039250,-
ENST00000568064.5,ZNF276-208,ENSG00000158805.12,ZNF276,ENSG00000158805,2,1,0,0.31750339177312514,TRUE,FALSE,chr16,89738520,+
ENST00000443381.7,ZNF276-202,ENSG00000158805.12,ZNF276,ENSG00000158805,4,2,1,0.6824966082268749,FALSE,TRUE,chr16,89740925,+
ENST00000321556.5-UTR-774,PINK1-201-UTR-774,ENSG00000158828.8,PINK1,ENSG00000158828,1,1,0,0.35949030766259443,TRUE,FALSE,chr1,20650737,+
ENST00000321556.5,PINK1-201,ENSG00000158828.8,PINK1,ENSG00000158828,2,2,1,0.6405096923374056,FALSE,TRUE,chr1,20651511,+
ENST00000367996.6-UTR-5446,ADAMTS4-202-UTR-5446,ENSG00000158859.10,ADAMTS4,ENSG00000158859,3,1,0,0.7231624864308522,TRUE,FALSE,chr1,161189747,-
ENST00000367996.6,ADAMTS4-202,ENSG00000158859.10,ADAMTS4,ENSG00000158859,5,2,1,0.27683751356914776,FALSE,TRUE,chr1,161184301,-
ENST00000520738.5-UTR-548,CCAR2-205-UTR-548,ENSG00000158941.17,CCAR2,ENSG00000158941,4,1,0,0.1985907968140985,TRUE,FALSE,chr8,22619920,+
ENST00000308511.9,CCAR2-201,ENSG00000158941.17,CCAR2,ENSG00000158941,6,2,1,0.8014092031859015,FALSE,TRUE,chr8,22620471,+
ENST00000347529.7,EPB41-202,ENSG00000159023.22,EPB41,ENSG00000159023,15,1,0,0.10203849517211622,TRUE,FALSE,chr1,29117114,+
ENST00000373798.5,EPB41-205,ENSG00000159023.22,EPB41,ENSG00000159023,18,2,1,0.87093144967020375,FALSE,TRUE,chr1,29120046,+
ENST00000290130.4-UTR-723,MIS18A-201-UTR-723,ENSG00000159055.4,MIS18A,ENSG00000159055,1,1,0,0.5306232111457176,TRUE,FALSE,chr21,32268950,-
ENST00000290130.4,MIS18A-201,ENSG00000159055.4,MIS18A,ENSG00000159055,2,2,1,0.4693767888542823,FALSE,TRUE,chr21,32268227,-
ENST00000331923.9-UTR-876,PAXBP1-202-UTR-876,ENSG00000159086.15,PAXBP1,ENSG00000159086,2,1,0,0.2213960991049638,TRUE,FALSE,chr21,32734774,-
ENST00000331923.9,PAXBP1-202,ENSG00000159086.15,PAXBP1,ENSG00000159086,4,2,1,0.7118057726809518,FALSE,TRUE,chr21,32733898,-
ENST00000381831.7,GART-204,ENSG00000159131.17,GART,ENSG00000159131,4,1,0,0.4033303286639269,TRUE,FALSE,chr21,33503930,-
ENST00000381831.7-UTR+738,GART-204-UTR+738,ENSG00000159131.17,GART,ENSG00000159131,5,2,1,0.5966696713360732,FALSE,TRUE,chr21,33503192,-
ENST00000369146.8-UTR-333,SV2A-202-UTR-333,ENSG00000159164.10,SV2A,ENSG00000159164,2,1,0,0.4185859208993077,TRUE,FALSE,chr1,149903650,-
ENST00000369146.8,SV2A-202,ENSG00000159164.10,SV2A,ENSG00000159164,3,2,1,0.5814140791006923,FALSE,TRUE,chr1,149903317,-
ENST00000290295.8-UTR-1635,HOXB13-201-UTR-1635,ENSG00000159184.8,HOXB13,ENSG00000159184,2,1,0,0.7079062445338464,TRUE,FALSE,chr17,48726397,-
ENST00000290295.8,HOXB13-201,ENSG00000159184.8,HOXB13,ENSG00000159184,3,2,1,0.29209375546615357,FALSE,TRUE,chr17,48724762,-
ENST00000360943.10-UTR-718,UBE2Z-201-UTR-718,ENSG00000159202.18,UBE2Z,ENSG00000159202,2,1,0,0.46199556605207914,TRUE,FALSE,chr17,48928338,+
ENST00000360943.10,UBE2Z-201,ENSG00000159202.18,UBE2Z,ENSG00000159202,4,2,1,0.5206938609776419,FALSE,TRUE,chr17,48929056,+
ENST00000399240.5,RUNX1-205,ENSG00000159216.19,RUNX1,ENSG00000159216,2,1,0,0.503986334766764,TRUE,FALSE,chr21,34791785,-
ENST00000300305.7-UTR-3499,RUNX1-201-UTR-3499,ENSG00000159216.19,RUNX1,ENSG00000159216,3,2,0.3333333333333333,0.1318629881596924,FALSE,FALSE,chr21,34791299,-
ENST00000300305.7-UTR-772,RUNX1-201-UTR-772,ENSG00000159216.19,RUNX1,ENSG00000159216,4,3,0.6666666666666666,0.10653776841610942,FALSE,FALSE,chr21,34788572,-
ENST00000300305.7,RUNX1-201,ENSG00000159216.19,RUNX1,ENSG00000159216,5,4,1,0.2576129086574342,FALSE,TRUE,chr21,34787800,-
ENST00000290341.8-UTR-6227,IGF2BP1-201-UTR-6227,ENSG00000159217.10,IGF2BP1,ENSG00000159217,3,1,0,0.22331499272753252,FALSE,FALSE,chr17,49049918,+
ENST00000290341.8-UTR-4992,IGF2BP1-201-UTR-4992,ENSG00000159217.10,IGF2BP1,ENSG00000159217,4,2,0.3333333333333333,0.2988977147901851,TRUE,FALSE,chr17,49051153,+
ENST00000290341.8-UTR-499,IGF2BP1-201-UTR-499,ENSG00000159217.10,IGF2BP1,ENSG00000159217,5,3,0.6666666666666666,0.24029044711621264,FALSE,TRUE,chr17,49055646,+
ENST00000290341.8,IGF2BP1-201,ENSG00000159217.10,IGF2BP1,ENSG00000159217,6,4,1,0.17446346513094735,FALSE,FALSE,chr17,49056145,+
ENST00000314103.6-UTR-2190,CHAF1B-201-UTR-2190,ENSG00000159259.8,CHAF1B,ENSG00000159259,1,1,0,0.6153112064266035,TRUE,FALSE,chr21,36416825,+
ENST00000314103.6,CHAF1B-201,ENSG00000159259.8,CHAF1B,ENSG00000159259,2,2,1,0.3846887935733964,FALSE,TRUE,chr21,36419015,+
ENST00000290399.11,SIM2-201,ENSG00000159263.16,SIM2,ENSG00000159263,5,1,0,0.572463768115942,TRUE,FALSE,chr21,36749917,+
ENST00000290399.11-UTR+1217,SIM2-201-UTR+1217,ENSG00000159263.16,SIM2,ENSG00000159263,6,2,1,0.427536231884058,FALSE,TRUE,chr21,36751134,+
ENST00000675307.1,HLCS-209,ENSG00000159267.17,HLCS,ENSG00000159267,1,1,0,0.24044609250981616,TRUE,FALSE,chr21,36752064,-
ENST00000399120.5,HLCS-202,ENSG00000159267.17,HLCS,ENSG00000159267,2,2,0.5,0.610798743331217,FALSE,TRUE,chr21,36751191,-
ENST00000674895.3,HLCS-207,ENSG00000159267.17,HLCS,ENSG00000159267,4,3,1,0.10046132253163503,FALSE,FALSE,chr21,36748625,-
ENST00000563907.5,ADPGK-206,ENSG00000159322.18,ADPGK,ENSG00000159322,1,1,0,0.32758517272044924,TRUE,FALSE,chr15,72752429,-
ENST00000456471.3,ADPGK-202,ENSG00000159322.18,ADPGK,ENSG00000159322,4,2,1,0.6724148272795508,FALSE,TRUE,chr15,72751293,-
ENST00000389462.8,PTMS-202,ENSG00000159335.18,PTMS,ENSG00000159335,1,1,0,0.20030774597197926,TRUE,FALSE,chr12,6770498,+
ENST00000309083.8,PTMS-201,ENSG00000159335.18,PTMS,ENSG00000159335,2,2,1,0.7996922540280207,FALSE,TRUE,chr12,6770952,+
ENST00000290551.5-UTR-2007,BTG2-201-UTR-2007,ENSG00000159388.6,BTG2,ENSG00000159388,1,1,0,0.5170181839540399,TRUE,FALSE,chr1,203307595,+
ENST00000290551.5-UTR+36,BTG2-201-UTR+36,ENSG00000159388.6,BTG2,ENSG00000159388,8,2,1,0.4829818160459602,FALSE,TRUE,chr1,203309638,+
ENST00000535233.6,C1R-201,ENSG00000159403.18,C1R,ENSG00000159403,2,1,0,0.835214446952596,TRUE,FALSE,chr12,7080420,-
ENST00000647956.2,C1R-214,ENSG00000159403.18,C1R,ENSG00000159403,3,2,1,0.16478555304740405,FALSE,TRUE,chr12,7080218,-
ENST00000290585.8,CELF3-202,ENSG00000159409.15,CELF3,ENSG00000159409,2,1,0,0.6998616874135546,TRUE,FALSE,chr1,151702403,-
ENST00000290583.9,CELF3-201,ENSG00000159409.15,CELF3,ENSG00000159409,3,2,1,0.30013831258644535,FALSE,TRUE,chr1,151700057,-
ENST00000290607.12-UTR-906,STARD9-201-UTR-906,ENSG00000159433.12,STARD9,ENSG00000159433,1,1,0,0.2505781734083868,TRUE,FALSE,chr15,42720092,+
ENST00000290607.12,STARD9-201,ENSG00000159433.12,STARD9,ENSG00000159433,3,2,1,0.7494218265916132,FALSE,TRUE,chr15,42720998,+
ENST00000368814.8-UTR-2717,THEM4-201-UTR-2717,ENSG00000159445.13,THEM4,ENSG00000159445,3,1,0,0.7419617135021552,TRUE,FALSE,chr1,151873582,-
ENST00000368814.8,THEM4-201,ENSG00000159445.13,THEM4,ENSG00000159445,4,2,1,0.2580382864978447,FALSE,TRUE,chr1,151870865,-
ENST00000492830.5-UTR-418,AMFR-202-UTR-418,ENSG00000159461.15,AMFR,ENSG00000159461,2,1,0,0.39314976777651883,TRUE,FALSE,chr16,56361977,-
ENST00000290649.10,AMFR-201,ENSG00000159461.15,AMFR,ENSG00000159461,5,2,1,0.526235347335318,FALSE,TRUE,chr16,56361451,-
ENST00000537866.5,RSPRY1-202,ENSG00000159579.14,RSPRY1,ENSG00000159579,2,1,0,0.43214363552379337,TRUE,FALSE,chr16,57239957,+
ENST00000394420.9,RSPRY1-201,ENSG00000159579.14,RSPRY1,ENSG00000159579,4,2,1,0.5678563644762066,FALSE,TRUE,chr16,57240469,+
ENST00000290795.7-UTR-810,GPBP1L1-201-UTR-810,ENSG00000159592.11,GPBP1L1,ENSG00000159592,2,1,0,0.1626719347441131,TRUE,FALSE,chr1,45628113,-
ENST00000290795.7,GPBP1L1-201,ENSG00000159592.11,GPBP1L1,ENSG00000159592,5,2,1,0.7984852516250993,FALSE,TRUE,chr1,45627303,-
