target_gene,target_gene_id,sgID_AB,cluster_id
EPRS,ENSG00000136628,EPRS_-_220219801.23-P1P2|EPRS_-_220219785.23-P1P2,16
ERAL1,ENSG00000132591,ERAL1_+_27182286.23-P1P2|ERAL1_+_27182214.23-P1P2,8
ERCC2,ENSG00000104884,ERCC2_+_45873802.23-P1P2|ERCC2_+_45873591.23-P1P2,5
ERCC3,ENSG00000163161,ERCC3_-_128051699.23-P1P2|ERCC3_+_128051692.23-P1P2,8
ERH,ENSG00000100632,ERH_+_69864986.23-P1P2|ERH_-_69864782.23-P1P2,2
ERVW-1,ENSG00000242950,ERVW-1_-_92100569.23-ENST00000493463.2|ERVW-1_-_92100632.23-ENST00000493463.2,8
ERVW-1,ENSG00000242950,ERVW-1_-_92107250.23-ENST00000603053.1|ERVW-1_+_92106817.23-ENST00000603053.1,15
ESF1,ENSG00000089048,ESF1_+_13763214.23-P2|ESF1_+_13763379.23-P2,8
ESF1,ENSG00000089048,ESF1_+_13765524.23-P1|ESF1_+_13765535.23-P1,22
ESPL1,ENSG00000135476,ESPL1_-_53662296.23-P1P2|ESPL1_-_53662083.23-P1P2,19
ESPN,ENSG00000187017,ESPN_-_6484873.23-P1|ESPN_+_6484906.23-P1,8
ESPN,ENSG00000187017,ESPN_-_6508158.23-P2|ESPN_+_6508187.23-P2,15
ETF1,ENSG00000120705,ETF1_-_137878861.23-P1P2|ETF1_-_137878812.23-P1P2,12
EWSR1,ENSG00000182944,EWSR1_+_29664332.23-P1P2|EWSR1_-_29664350.23-P1P2,8
EXOC1,ENSG00000090989,EXOC1_+_56719956.23-P1P2|EXOC1_-_56720023.23-P1P2,15
EXOC2,ENSG00000112685,EXOC2_+_693074.23-P1P2|EXOC2_+_693061.23-P1P2,15
EXOC3,ENSG00000180104,EXOC3_-_443416.23-P1P2|EXOC3_-_443413.23-P1P2,15
EXOC4,ENSG00000131558,EXOC4_-_132937863.23-P1P2|EXOC4_+_132937814.23-P1P2,8
EXOC5,ENSG00000070367,EXOC5_+_57735310.23-P1P2|EXOC5_+_57735449.23-P1P2,15
EXOC7,ENSG00000182473,EXOC7_-_74099399.23-P1P2|EXOC7_+_74099798.23-P1P2,16
EXOSC1,ENSG00000171311,EXOSC1_-_99205715.23-P1P2|EXOSC1_-_99205735.23-P1P2,15
EXOSC10,ENSG00000171824,EXOSC10_-_11159878.23-P1P2|EXOSC10_-_11159881.23-P1P2,1
EXOSC2,ENSG00000130713,EXOSC2_-_133569408.23-P1P2|EXOSC2_+_133569139.23-P1P2,20
EXOSC3,ENSG00000107371,EXOSC3_+_37785000.23-P1P2|EXOSC3_+_37785037.23-P1P2,20
EXOSC4,ENSG00000178896,EXOSC4_-_145133639.23-P1P2|EXOSC4_-_145133618.23-P1P2,20
EXOSC5,ENSG00000077348,EXOSC5_+_41903223.23-P1P2|EXOSC5_-_41903252.23-P1P2,20
EXOSC6,ENSG00000223496,EXOSC6_+_70285844.23-P1P2|EXOSC6_-_70285804.23-P1P2,20
EXOSC7,ENSG00000075914,EXOSC7_-_45017818.23-P1P2|EXOSC7_-_45017841.23-P1P2,1
EXOSC8,ENSG00000120699,EXOSC8_-_37574969.23-P1P2|EXOSC8_-_37574976.23-P1P2,20
EXOSC9,ENSG00000123737,EXOSC9_-_122722527.23-P1P2|EXOSC9_-_122722508.23-P1P2,20
FAF2,ENSG00000113194,FAF2_-_175875400.23-P1P2|FAF2_-_175875441.23-P1P2,15
FAM136A,ENSG00000035141,FAM136A_-_70528767.23-P1P2|FAM136A_-_70529195.23-P1P2,1
FAM207A,ENSG00000160256,FAM207A_-_46359977.23-P1P2|FAM207A_-_46359938.23-P1P2,15
FAM229A,ENSG00000225828,FAM229A_-_32827628.23-P1P2|FAM229A_-_32827685.23-P1P2,15
FAM32A,ENSG00000105058,FAM32A_-_16296348.23-P1P2|FAM32A_-_16296256.23-P1P2,14
FAM50A,ENSG00000071859,FAM50A_-_153672598.23-P1P2|FAM50A_-_153672500.23-P1P2,11
FAM72D,ENSG00000215784,FAM72D_-_143913113.23-ENST00000400889.1|FAM72D_+_143913122.23-ENST00000400889.1,15
FARS2,ENSG00000145982,FARS2_+_5261818.23-P1P2|FARS2_-_5261304.23-P1P2,8
FARSA,ENSG00000179115,FARSA_-_13044322.23-P1P2|FARSA_+_13044503.23-P1P2,12
FARSB,ENSG00000116120,FARSB_-_223520739.23-P1P2|FARSB_-_223520751.23-P1P2,12
FASTKD5,ENSG00000215251,FASTKD5_+_3140485.23-P1P2|FASTKD5_-_3140461.23-P1P2,8
FAU,ENSG00000149806,FAU_-_64889639.23-P1P2|FAU_-_64889592.23-P1P2,18
FBL,ENSG00000105202,FBL_+_40336946.23-P1P2|FBL_-_40336975.23-P1P2,25
FBLIM1,ENSG00000162458,FBLIM1_+_16085338.23-P1P2|FBLIM1_+_16085294.23-P1P2,15
FBXO5,ENSG00000112029,FBXO5_-_153304123.23-P1P2|FBXO5_-_153304140.23-P1P2,8
FCF1,ENSG00000119616,FCF1_+_75179898.23-P1P2|FCF1_-_75179892.23-P1P2,18
FDXR,ENSG00000161513,FDXR_+_72868908.23-P1P2|FDXR_+_72869065.23-P1P2,8
FEN1,ENSG00000168496,FEN1_-_61560380.23-P1P2|FEN1_+_61560617.23-P1P2,15
FGFR1OP,ENSG00000213066,FGFR1OP_+_167413231.23-P1P2|FGFR1OP_-_167412853.23-P1P2,15
FNBP4,ENSG00000109920,FNBP4_-_47788874.23-P1P2|FNBP4_+_47788834.23-P1P2,15
FNTA,ENSG00000168522,FNTA_-_42911755.23-P1P2|FNTA_-_42911495.23-P1P2,2
FNTB,ENSG00000257365,FNTB_-_65381231.23-P1P2|FNTB_+_65381194.23-P1P2,15
FOLR3,ENSG00000110203,FOLR3_-_71825990.23-P1|FOLR3_-_71825982.23-P1,15
FOLR3,ENSG00000110203,FOLR3_-_71846819.23-P2|FOLR3_+_71846807.23-P2,1
FOXD4,ENSG00000170122,FOXD4_+_118156.23-ENST00000382500.2|FOXD4_-_118168.23-ENST00000382500.2,15
FOXL2,ENSG00000183770,FOXL2_+_138665897.23-P1P2|FOXL2_+_138665948.23-P1P2,15
FRG2,ENSG00000205097,FRG2_-_190948162.23-ENST00000378763.1-ENST00000504750.1|FRG2_-_190948402.23-ENST00000378763.1-ENST00000504750.1,15
FTSJ3,ENSG00000108592,FTSJ3_-_61904976.23-P1P2|FTSJ3_+_61904432.23-P1P2,26
FXN,ENSG00000165060,FXN_+_71650715.23-P1P2|FXN_+_71650730.23-P1P2,15
GAB2,ENSG00000033327,GAB2_-_78128828.23-P1P2|GAB2_-_78128897.23-P1P2,1
GABPA,ENSG00000154727,GABPA_+_27107880.23-P1P2|GABPA_+_27107761.23-P1P2,8
GAK,ENSG00000178950,GAK_-_926017.23-P1P2|GAK_+_926096.23-P1P2,15
GAPDH,ENSG00000111640,GAPDH_-_6643761.23-P1|GAPDH_-_6643770.23-P1,8
GAPDH,ENSG00000111640,GAPDH_-_6647118.23-P2|GAPDH_-_6647239.23-P2,8
GAR1,ENSG00000109534,GAR1_-_110736887.23-P1P2|GAR1_-_110736884.23-P1P2,15
GARS,ENSG00000106105,GARS_+_30634632.23-P1P2|GARS_+_30634882.23-P1P2,8
GATA1,ENSG00000102145,GATA1_-_48645022.23-P1P2|GATA1_+_48644988.23-P1P2,13
GBF1,ENSG00000107862,GBF1_-_104005325.23-P1P2|GBF1_+_104005322.23-P1P2,16
GCOM1,ENSG00000137878,GCOM1_+_57884092.23-P1P2|GCOM1_+_57884167.23-P1P2,8
GEMIN4,ENSG00000179409,GEMIN4_-_655466.23-P1P2|GEMIN4_+_655371.23-P1P2,2
GEMIN5,ENSG00000082516,GEMIN5_+_154317730.23-P1P2|GEMIN5_+_154317734.23-P1P2,14
GEMIN6,ENSG00000152147,GEMIN6_-_39005409.23-P1P2|GEMIN6_+_39005603.23-P1P2,15
GEMIN7,ENSG00000142252,GEMIN7_-_45582556.23-P1P2|GEMIN7_-_45582583.23-P1P2,15
GEMIN8,ENSG00000046647,GEMIN8_-_14047941.23-P1P2|GEMIN8_-_14047956.23-P1P2,15
GFER,ENSG00000127554,GFER_-_2034253.23-P1P2|GFER_-_2034199.23-P1P2,12
GFM1,ENSG00000168827,GFM1_-_158362387.23-P1P2|GFM1_+_158362379.23-P1P2,12
GGPS1,ENSG00000152904,GGPS1_+_235491914.23-P1P2|GGPS1_-_235491895.23-P1P2,15
GINS1,ENSG00000101003,GINS1_-_25388381.23-P1P2|GINS1_+_25388562.23-P1P2,21
GINS2,ENSG00000131153,GINS2_+_85722546.23-P1P2|GINS2_-_85722508.23-P1P2,1
GINS3,ENSG00000181938,GINS3_+_58426400.23-P1P2|GINS3_+_58426428.23-P1P2,1
GINS4,ENSG00000147536,GINS4_-_41386785.23-P1P2|GINS4_+_41386860.23-P1P2,21
GIT2,ENSG00000139436,GIT2_-_110433753.23-P1P2|GIT2_+_110433842.23-P1P2,1
GJA3,ENSG00000121743,GJA3_+_20735159.23-P1P2|GJA3_+_20735180.23-P1P2,15
GLE1,ENSG00000119392,GLE1_-_131267022.23-P1P2|GLE1_+_131267242.23-P1P2,10
GLI4,ENSG00000250571,GLI4_-_144349662.23-P1P2|GLI4_+_144349643.23-P1P2,15
GLMN,ENSG00000174842,GLMN_+_92764515.23-P1P2|GLMN_-_92764279.23-P1P2,15
GLRX3,ENSG00000108010,GLRX3_-_131934733.23-P1P2|GLRX3_-_131934729.23-P1P2,15
GLRX5,ENSG00000182512,GLRX5_-_96001406.23-P1P2|GLRX5_-_96001390.23-P1P2,15
GMPPB,ENSG00000173540,GMPPB_-_49761366.23-P1P2|GMPPB_+_49761355.23-P1P2,15
GMPS,ENSG00000163655,GMPS_+_155588486.23-P1P2|GMPS_-_155588366.23-P1P2,8
GNB1L,ENSG00000185838,GNB1L_+_19842341.23-P1P2|GNB1L_-_19842322.23-P1P2,15
GNL2,ENSG00000134697,GNL2_+_38061508.23-P1P2|GNL2_+_38061333.23-P1P2,23
GNL3,ENSG00000163938,GNL3_-_52720071.23-P1P2|GNL3_-_52720042.23-P1P2,23
GNL3L,ENSG00000130119,GNL3L_+_54556706.23-P1P2|GNL3L_+_54556690.23-P1P2,23
GNPNAT1,ENSG00000100522,GNPNAT1_-_53258340.23-P1P2|GNPNAT1_-_53258358.23-P1P2,15
GOLGA6L1,ENSG00000273976,GOLGA6L1_+_22736912.23-ENST00000560659.2|GOLGA6L1_+_22736950.23-ENST00000560659.2,15
GOLT1B,ENSG00000111711,GOLT1B_+_21654765.23-P1P2|GOLT1B_+_21654809.23-P1P2,8
GON4L,ENSG00000116580,GON4L_-_155826980.23-P1|GON4L_+_155826818.23-P1,8
GON4L,ENSG00000116580,GON4L_+_155829080.23-P2|GON4L_+_155829093.23-P2,15
GOSR2,ENSG00000108433,GOSR2_-_45000519.23-P1P2|GOSR2_-_45000934.23-P1P2,8
GPKOW,ENSG00000068394,GPKOW_-_48980022.23-P1P2|GPKOW_-_48979874.23-P1P2,11
GPN1,ENSG00000198522,GPN1_-_27852137.23-P1P2|GPN1_-_27852111.23-P1P2,5
GPN2,ENSG00000142751,GPN2_-_27216692.23-P1P2|GPN2_+_27216709.23-P1P2,5
GPN3,ENSG00000111231,GPN3_-_110906004.23-P1P2|GPN3_+_110906029.23-P1P2,5
GPR61,ENSG00000156097,GPR61_-_110082553.23-P1P2|GPR61_-_110082539.23-P1P2,8
GPS1,ENSG00000169727,GPS1_+_80010011.23-P1P2|GPS1_-_80009799.23-P1P2,15
GRB2,ENSG00000177885,GRB2_-_73389861.23-P2|GRB2_+_73389905.23-P2,15
GRB2,ENSG00000177885,GRB2_-_73401305.23-P1|GRB2_+_73401721.23-P1,1
GRPEL1,ENSG00000109519,GRPEL1_+_7069324.23-P1P2|GRPEL1_+_7069734.23-P1P2,12
GRSF1,ENSG00000132463,GRSF1_-_71705573.23-P1P2|GRSF1_-_71705116.23-P1P2,12
GRWD1,ENSG00000105447,GRWD1_-_48949282.23-P1P2|GRWD1_-_48949265.23-P1P2,15
GSDMA,ENSG00000167914,GSDMA_+_38119266.23-P1P2|GSDMA_+_38119296.23-P1P2,15
GSPT1,ENSG00000103342,GSPT1_-_12009772.23-P1P2|GSPT1_-_12009714.23-P1P2,16
GTF2A1,ENSG00000165417,GTF2A1_+_81687215.23-P1P2|GTF2A1_+_81687253.23-P1P2,13
GTF2A2,ENSG00000140307,GTF2A2_+_59949667.23-P1P2|GTF2A2_+_59949653.23-P1P2,1
GTF2B,ENSG00000137947,GTF2B_-_89357167.23-P1P2|GTF2B_-_89357171.23-P1P2,5
GTF2E1,ENSG00000153767,GTF2E1_+_120461646.23-P1P2|GTF2E1_+_120461660.23-P1P2,5
GTF2E2,ENSG00000197265,GTF2E2_-_30515502.23-P1P2|GTF2E2_+_30515555.23-P1P2,5
GTF2F1,ENSG00000125651,GTF2F1_-_6393149.23-P1P2|GTF2F1_+_6393129.23-P1P2,15
GTF2F2,ENSG00000188342,GTF2F2_-_45694663.23-P1P2|GTF2F2_+_45694677.23-P1P2,5
GTF2H1,ENSG00000110768,GTF2H1_-_18344160.23-P1P2|GTF2H1_+_18344179.23-P1P2,5
GTF2H2,ENSG00000145736,GTF2H2_+_70363453.23-ENST00000274400.5-ENST00000330280.7|GTF2H2_+_70363440.23-ENST00000274400.5-ENST00000330280.7,15
GTF2H2C,ENSG00000183474,GTF2H2C_+_68856066.23-P1P2|GTF2H2C_-_68856063.23-P1P2,8
GTF2H3,ENSG00000111358,GTF2H3_-_124118399.23-P1P2|GTF2H3_-_124118424.23-P1P2,8
GTF2H4,ENSG00000213780,GTF2H4_-_30876180.23-P1P2|GTF2H4_-_30876167.23-P1P2,8
GTF3A,ENSG00000122034,GTF3A_-_27998904.23-P1P2|GTF3A_-_27998788.23-P1P2,15
GTF3C1,ENSG00000077235,GTF3C1_+_27561198.23-P1P2|GTF3C1_+_27561207.23-P1P2,8
GTF3C2,ENSG00000115207,GTF3C2_-_27579592.23-P1P2|GTF3C2_-_27579430.23-P1P2,15
GTF3C3,ENSG00000119041,GTF3C3_+_197664394.23-P1P2|GTF3C3_-_197664192.23-P1P2,8
GTF3C4,ENSG00000125484,GTF3C4_+_135545609.23-P1P2|GTF3C4_-_135545497.23-P1P2,15
GTF3C5,ENSG00000148308,GTF3C5_+_135906441.23-P1P2|GTF3C5_-_135906397.23-P1P2,8
GTF3C6,ENSG00000155115,GTF3C6_-_111280005.23-P1P2|GTF3C6_-_111279959.23-P1P2,15
GTPBP4,ENSG00000107937,GTPBP4_-_1034422.23-P1P2|GTPBP4_+_1034604.23-P1P2,23
GUCD1,ENSG00000138867,GUCD1_-_24951897.23-P1P2|GUCD1_-_24951865.23-P1P2,14
GUK1,ENSG00000143774,GUK1_-_228327987.23-P1P2|GUK1_-_228328011.23-P1P2,15
H2AFX,ENSG00000188486,H2AFX_-_118965752.23-P1P2|H2AFX_+_118966156.23-P1P2,15
H2AFZ,ENSG00000164032,H2AFZ_+_100871399.23-P1P2|H2AFZ_-_100871162.23-P1P2,15
H3F3A,ENSG00000163041,H3F3A_+_226250768.23-P1P2|H3F3A_+_226250520.23-P1P2,15
HAMP,ENSG00000105697,HAMP_+_35771624.23-P1P2|HAMP_+_35773493.23-P1P2,15
HAPLN2,ENSG00000132702,HAPLN2_+_156589260.23-P1P2|HAPLN2_-_156589396.23-P1P2,15
HARS,ENSG00000170445,HARS_+_140070923.23-P1P2|HARS_+_140070910.23-P1P2,16
HARS2,ENSG00000112855,HARS2_+_140071236.23-P1P2|HARS2_+_140071077.23-P1P2,12
HAUS1,ENSG00000152240,HAUS1_+_43684350.23-P1P2|HAUS1_-_43684365.23-P1P2,2
HAUS3,ENSG00000214367,HAUS3_-_2243782.23-P1P2|HAUS3_+_2243788.23-P1P2,15
HAUS4,ENSG00000092036,HAUS4_+_23426073.23-P1P2|HAUS4_-_23426310.23-P1P2,2
HAUS5,ENSG00000249115,HAUS5_-_36103753.23-P1P2|HAUS5_-_36103661.23-P1P2,15
HAUS6,ENSG00000147874,HAUS6_+_19102512.23-P1P2|HAUS6_-_19102902.23-P1P2,15
HAUS7,ENSG00000213397,HAUS7_-_152760909.23-P2|HAUS7_+_152760894.23-P2,15
HAUS7,ENSG00000213397,HAUS7_+_152735963.23-P1|HAUS7_+_152736011.23-P1,15
HAUS8,ENSG00000131351,HAUS8_+_17186239.23-P1P2|HAUS8_+_17186228.23-P1P2,15
HBS1L,ENSG00000112339,HBS1L_-_135375685.23-P1P2|HBS1L_+_135375911.23-P1P2,16
HCFC1,ENSG00000172534,HCFC1_-_153237197.23-P1P2|HCFC1_+_153236644.23-P1P2,26
HCRTR1,ENSG00000121764,HCRTR1_-_32083351.23-P1P2|HCRTR1_-_32083355.23-P1P2,8
HDAC3,ENSG00000171720,HDAC3_+_141016415.23-P1P2|HDAC3_-_141016238.23-P1P2,8
HDAC7,ENSG00000061273,HDAC7_-_48213211.23-P1P2|HDAC7_+_48213344.23-P1P2,21
HEATR1,ENSG00000119285,HEATR1_-_236767819.23-P1P2|HEATR1_+_236767776.23-P1P2,7
HECTD1,ENSG00000092148,HECTD1_-_31676712.23-P1P2|HECTD1_-_31676484.23-P1P2,15
HGS,ENSG00000185359,HGS_-_79651112.23-P1P2|HGS_-_79651070.23-P1P2,12
HINFP,ENSG00000172273,HINFP_-_118992315.23-P1P2|HINFP_-_118992311.23-P1P2,1
HIRA,ENSG00000100084,HIRA_+_19419212.23-P2|HIRA_+_19419231.23-P2,15
HIRA,ENSG00000100084,HIRA_+_19435207.23-P1|HIRA_-_19435159.23-P1,15
HIST1H2AB,ENSG00000278463,HIST1H2AB_+_26033417.23-P1P2|HIST1H2AB_+_26033710.23-P1P2,15
HIST1H2AE,ENSG00000277075,HIST1H2AE_-_26217209.23-P1P2|HIST1H2AE_-_26217364.23-P1P2,15
HIST1H2AI,ENSG00000196747,HIST1H2AI_+_27775962.23-ENST00000358739.3|HIST1H2AI_-_27775977.23-ENST00000358739.3,15
HIST1H2BB,ENSG00000276410,HIST1H2BB_-_26043875.23-P1P2|HIST1H2BB_-_26043881.23-P1P2,15
HIST1H2BC,ENSG00000180596,HIST1H2BC_-_26124168.23-P1P2|HIST1H2BC_-_26124187.23-P1P2,8
HIST1H2BE,ENSG00000274290,HIST1H2BE_+_26184421.23-ENST00000356530.3|HIST1H2BE_+_26184396.23-ENST00000356530.3,15
HIST1H2BJ,ENSG00000124635,HIST1H2BJ_-_27100591.23-P1P2|HIST1H2BJ_-_27100913.23-P1P2,15
HIST1H2BL,ENSG00000185130,HIST1H2BL_-_27775680.23-P1P2|HIST1H2BL_-_27775105.23-P1P2,15
HIST1H2BM,ENSG00000273703,HIST1H2BM_+_27782830.23-P1P2|HIST1H2BM_+_27782850.23-P1P2,15
HIST1H2BN,ENSG00000233822,HIST1H2BN_-_27806378.23-P1P2|HIST1H2BN_-_27806374.23-P1P2,15
HIST2H2AA3,ENSG00000203812,HIST2H2AA3_+_149814282.23-ENST00000369161.3|HIST2H2AA3_-_149814302.23-ENST00000369161.3,15
HIST2H2AC,ENSG00000184260,HIST2H2AC_+_149859001.23-P1P2|HIST2H2AC_+_149859102.23-P1P2,8
HIST2H2BE,ENSG00000184678,HIST2H2BE_-_149858212.23-P1P2|HIST2H2BE_+_149858162.23-P1P2,15
HIST2H2BF,ENSG00000203814,HIST2H2BF_-_149783762.23-P1P2|HIST2H2BF_+_149783484.23-P1P2,15
HIST2H3A,ENSG00000203852,HIST2H3A_+_149824198.23-P1P2|HIST2H3A_+_149824178.23-P1P2,1
HIST2H3D,ENSG00000183598,HIST2H3D_-_149784861.23-ENST00000331491.1|HIST2H3D_-_149785258.23-ENST00000331491.1,15
HJURP,ENSG00000123485,HJURP_+_234763174.23-P1P2|HJURP_+_234762977.23-P1P2,15
HLA-C,ENSG00000204525,HLA-C_-_31239876.23-P1P2|HLA-C_-_31239308.23-P1P2,8
HMGA1,ENSG00000137309,HMGA1_-_34204692.23-P1P2|HMGA1_+_34204957.23-P1P2,8
HMGB1,ENSG00000189403,HMGB1_-_31040100.23-P1|HMGB1_+_31040082.23-P1,15
HMGB1,ENSG00000189403,HMGB1_-_31191681.23-P2|HMGB1_-_31191644.23-P2,15
HMGCR,ENSG00000113161,HMGCR_+_74633092.23-P1P2|HMGCR_+_74633106.23-P1P2,15
HMGCS1,ENSG00000112972,HMGCS1_-_43313473.23-P1P2|HMGCS1_-_43313515.23-P1P2,8
HMGN2,ENSG00000198830,HMGN2_-_26799202.23-P1P2|HMGN2_-_26798921.23-P1P2,15
HNRNPC,ENSG00000092199,HNRNPC_+_21737602.23-P1P2|HNRNPC_-_21737369.23-P1P2,1
HNRNPH1,ENSG00000169045,HNRNPH1_+_179050622.23-P1P2|HNRNPH1_-_179050392.23-P1P2,1
HNRNPL,ENSG00000104824,HNRNPL_-_39340587.23-P1|HNRNPL_+_39340578.23-P1,2
HNRNPM,ENSG00000099783,HNRNPM_-_8509903.23-P1|HNRNPM_-_8509876.23-P1,12
HNRNPM,ENSG00000099783,HNRNPM_-_8536287.23-P2|HNRNPM_+_8536305.23-P2,8
HNRNPR,ENSG00000125944,HNRNPR_-_23670718.23-P1P2|HNRNPR_-_23670707.23-P1P2,15
HNRNPU,ENSG00000153187,HNRNPU_+_245027773.23-P1P2|HNRNPU_-_245027750.23-P1P2,8
HOXC10,ENSG00000180818,HOXC10_+_54379003.23-P1P2|HOXC10_+_54379000.23-P1P2,8
HS6ST1,ENSG00000136720,HS6ST1_+_129076424.23-P1P2|HS6ST1_+_129076429.23-P1P2,15
HSCB,ENSG00000100209,HSCB_-_29138088.23-P1P2|HSCB_+_29138256.23-P1P2,8
HSD17B12,ENSG00000149084,HSD17B12_+_43702292.23-P1P2|HSD17B12_+_43702297.23-P1P2,12
HSF1,ENSG00000185122,HSF1_+_145515304.23-P1P2|HSF1_-_145515300.23-P1P2,8
HSP90B1,ENSG00000166598,HSP90B1_+_104324674.23-P1P2|HSP90B1_-_104324265.23-P1P2,15
HSPA14,ENSG00000284024,HSPA14_-_14880699.23-P1P2|HSPA14_-_14880317.23-P1P2,15
HSPA5,ENSG00000044574,HSPA5_+_128003614.23-P1P2|HSPA5_+_128003624.23-P1P2,12
HSPA8,ENSG00000109971,HSPA8_-_122932776.23-P1P2|HSPA8_+_122933024.23-P1P2,12
HSPA9,ENSG00000113013,HSPA9_-_137911079.23-P1P2|HSPA9_-_137911031.23-P1P2,16
HSPD1,ENSG00000144381,HSPD1_+_198364183.23-P1P2|HSPD1_+_198364452.23-P1P2,15
HTATSF1,ENSG00000102241,HTATSF1_-_135579420.23-P1P2|HTATSF1_-_135579440.23-P1P2,15
HUS1,ENSG00000136273,HUS1_+_48019118.23-P1P2|HUS1_+_48019133.23-P1P2,15
HUWE1,ENSG00000086758,HUWE1_-_53710518.23-P1P2|HUWE1_+_53710912.23-P1P2,1
HYOU1,ENSG00000149428,HYOU1_-_118927773.23-P1P2|HYOU1_+_118927661.23-P1P2,8
HYPK,ENSG00000242028,HYPK_-_44093008.23-P1P2|HYPK_-_44092879.23-P1P2,15
IARS,ENSG00000196305,IARS_+_95055891.23-P1P2|IARS_-_95055898.23-P1P2,12
IARS2,ENSG00000067704,IARS2_-_220267547.23-P1P2|IARS2_-_220267478.23-P1P2,12
IFITM2,ENSG00000185201,IFITM2_+_308180.23-P1P2|IFITM2_+_308197.23-P1P2,15
IGBP1,ENSG00000089289,IGBP1_-_69353829.23-P1P2|IGBP1_-_69353474.23-P1P2,2
IK,ENSG00000113141,IK_-_140038581.23-P2|IK_+_140038551.23-P2,15
IK,ENSG00000113141,IK_+_140027496.23-P1|IK_-_140027453.23-P1,2
ILF2,ENSG00000143621,ILF2_-_153643469.23-P1P2|ILF2_+_153643443.23-P1P2,17
ILF3,ENSG00000129351,ILF3_+_10765043.23-P1P2|ILF3_+_10765009.23-P1P2,15
IMP4,ENSG00000136718,IMP4_+_131100464.23-P1P2|IMP4_-_131100512.23-P1P2,25
IMPDH2,ENSG00000178035,IMPDH2_+_49066798.23-P1P2|IMPDH2_+_49066801.23-P1P2,1
INCENP,ENSG00000149503,INCENP_+_61891519.23-P1P2|INCENP_+_61891506.23-P1P2,19
ING3,ENSG00000071243,ING3_+_120590830.23-P1P2|ING3_-_120590856.23-P1P2,15
INO80,ENSG00000128908,INO80_+_41408265.23-P1P2|INO80_+_41408150.23-P1P2,15
INO80B,ENSG00000115274,INO80B_-_74682266.23-P1P2|INO80B_-_74682279.23-P1P2,26
INTS1,ENSG00000164880,INTS1_-_1543963.23-P1P2|INTS1_-_1543942.23-P1P2,8
INTS2,ENSG00000108506,INTS2_-_60004971.23-P1P2|INTS2_-_60005353.23-P1P2,9
INTS3,ENSG00000143624,INTS3_+_153700546.23-P1P2|INTS3_+_153700541.23-P1P2,14
INTS4,ENSG00000149262,INTS4_-_77705700.23-P1P2|INTS4_+_77705685.23-P1P2,9
INTS5,ENSG00000185085,INTS5_-_62420725.23-P1P2|INTS5_-_62420595.23-P1P2,14
INTS6,ENSG00000102786,INTS6_+_52027153.23-P1P2|INTS6_+_52027127.23-P1P2,8
INTS7,ENSG00000143493,INTS7_+_212208849.23-P1P2|INTS7_+_212208875.23-P1P2,14
INTS8,ENSG00000164941,INTS8_+_95835564.23-P1P2|INTS8_+_95835490.23-P1P2,14
INTS9,ENSG00000104299,INTS9_+_28747443.23-P1P2|INTS9_-_28747461.23-P1P2,9
IPO11,ENSG00000086200,IPO11_-_61708830.23-P1P2|IPO11_+_61708632.23-P1P2,8
IPO13,ENSG00000117408,IPO13_-_44412643.23-P1P2|IPO13_-_44412666.23-P1P2,17
IPO7,ENSG00000205339,IPO7_-_9406180.23-P1P2|IPO7_-_9406168.23-P1P2,15
IPO9,ENSG00000198700,IPO9_+_201798535.23-P1P2|IPO9_+_201798365.23-P1P2,15
ISCA2,ENSG00000165898,ISCA2_-_74960525.23-P1P2|ISCA2_+_74960428.23-P1P2,15
ISCU,ENSG00000136003,ISCU_-_108956404.23-P1P2|ISCU_-_108956377.23-P1P2,12
ISG20L2,ENSG00000143319,ISG20L2_+_156698201.23-P1P2|ISG20L2_-_156698173.23-P1P2,23
ISY1,ENSG00000240682,ISY1_+_128879801.23-P1P2|ISY1_-_128879876.23-P1P2,8
JAZF1,ENSG00000153814,JAZF1_+_28219944.23-P1P2|JAZF1_+_28220008.23-P1P2,15
JMJD6,ENSG00000070495,JMJD6_+_74722579.23-P1P2|JMJD6_+_74722315.23-P1P2,8
KANSL1,ENSG00000120071,KANSL1_-_44270236.23-P1P2|KANSL1_-_44270717.23-P1P2,2
KANSL2,ENSG00000139620,KANSL2_+_49075987.23-P1P2|KANSL2_+_49076002.23-P1P2,26
KANSL3,ENSG00000114982,KANSL3_+_97304019.23-P1P2|KANSL3_+_97303993.23-P1P2,15
KARS,ENSG00000065427,KARS_-_75681566.23-P1P2|KARS_-_75681569.23-P1P2,1
KAT5,ENSG00000172977,KAT5_+_65479809.23-P1P2|KAT5_-_65480114.23-P1P2,15
KAT8,ENSG00000103510,KAT8_-_31129050.23-P1|KAT8_-_31129029.23-P1,2
KAT8,ENSG00000103510,KAT8_+_31141409.23-P2|KAT8_+_31141331.23-P2,15
KATNB1,ENSG00000140854,KATNB1_-_57769705.23-P1P2|KATNB1_-_57769699.23-P1P2,15
KCMF1,ENSG00000176407,KCMF1_-_85198522.23-P1P2|KCMF1_+_85198557.23-P1P2,8
KCNA10,ENSG00000143105,KCNA10_-_111061735.23-ENST00000369771.2|KCNA10_+_111061723.23-ENST00000369771.2,8
KCTD10,ENSG00000110906,KCTD10_-_109915112.23-P1P2|KCTD10_+_109915092.23-P1P2,21
KDM2A,ENSG00000173120,KDM2A_-_66886795.23-P1P2|KDM2A_+_66886784.23-P1P2,15
